Date,ARIMA_Forecast,SARIMAX_SP500_Forecast,SARIMAX_VIX_Forecast,SARIMAX_BOTH_Forecast,GARCH_Vol_Forecast
2017-01-03,0.0012747116581972623,0.0005089700730557818,0.0006683123631575972,0.000640735929822281,2.1212609363453607
2017-01-04,0.001275965851617217,-4.8609646759574954e-05,0.00027922324409691184,6.278238323914782e-05,2.0967420977169637
2017-01-05,0.0012770834021347114,-0.0009752808690315298,-0.000981722872746132,-0.0009761458007972306,2.075278079388279
2017-01-06,0.0012868298501956133,0.0012695745847948398,0.00025847466365116296,0.000734043086410934,2.2010114859326806
2017-01-09,0.0012929943814862864,-0.0016294921879839077,-0.001662765910975502,-0.001696452348208518,2.2179895766314353
2017-01-10,0.0012929527112631285,-0.0005129116781217197,-0.0009308690604942432,-0.0006586915289987286,2.1771259568613095
2017-01-11,0.001292100512874405,-0.0002021581986099218,-0.0001803435240485151,-0.00017545375565657865,2.143677540524827
2017-01-12,0.0012929673113467703,-0.0001907638398153228,-1.4203689705219246e-05,-0.0001436692647007132,2.1143205351697656
2017-01-13,0.001298580178861268,0.0010397836256925692,0.00044685857068049826,0.0007077498837341886,2.135999174775115
2017-01-17,0.0012995696417363958,-0.001298032709043794,-0.0012448050335533837,-0.0012624255586940313,2.1078370047066888
2017-01-18,0.0012961396377443738,-0.00014364891088304663,9.654455853237026e-05,-2.4199277679263836e-05,2.1030683723641217
2017-01-19,0.001294796530053648,7.35577992812282e-05,0.0009544259204662233,0.0003822478209676844,2.0819024594333078
2017-01-20,0.0012950045339911104,0.0009460237446175923,0.0004821917426195974,0.0007438205989891648,2.0601172216742127
2017-01-23,0.0012942857589080667,-0.0008031982620867535,-0.0011639951512234816,-0.0008777493336662051,2.0425797927170533
2017-01-24,0.0012977512967296365,0.0011632804099946964,0.0005678674914626708,0.0008628249208680965,2.044780186879846
2017-01-25,0.001299158909677349,-0.0016749712097443078,-0.0012168989240329523,-0.0014904725115470648,2.0306097196193624
2017-01-26,0.0013043676796847584,-0.0008421937962324298,-0.00011079194059074668,-0.0006677875892518075,2.0589592382697486
2017-01-27,0.0013049714916992625,-0.0007803302474491254,-0.00110384276437585,-0.0008960117429063454,2.039999085265712
2017-01-30,0.0013032132611481583,-0.00032963643550787896,-0.0003310554366741993,-0.0002963090920638798,2.0294659332275833
2017-01-31,0.0013006589963668203,0.0009919415810419698,0.001174549476585577,0.0010444269837010316,2.026607570892173
2017-02-01,0.001297494097257792,0.00011247654554128752,0.000241367890624227,0.00020216438639718376,2.030285775286349
2017-02-02,0.0013006079390534483,0.0010374320491128883,0.0006510529834361778,0.0008260841411591343,2.0296870884306815
2017-02-03,0.0013031804482559518,-0.00031396542434032913,-0.0002993820997257585,-0.00035181728293608654,2.0239872459747907
2017-02-06,0.0012910759278040012,-0.0035366588946238353,-0.0021977182470146305,-0.002796495654245848,2.251553801029488
2017-02-07,0.0012896447506228945,0.002470259547909095,0.0023610733966853903,0.002374778429495157,2.2073777515461104
2017-02-08,0.0012911962111470869,0.00034856535344030166,0.00020489082918111906,0.00026700921630966426,2.1689266100434694
2017-02-09,0.0012936846566724937,-4.4021828077576945e-05,1.523049311280531e-05,-7.333430333667385e-05,2.1417520698282644
2017-02-10,0.001293919079350809,-0.0014579760745168616,-0.0009613183156211158,-0.0012568287434445808,2.1095528812977804
2017-02-13,0.0012959300796771954,-0.0003513520376886074,5.288092359484123e-05,-0.0002519847794382309,2.0876930545005714
2017-02-14,0.0012990940779877259,-0.0008838970556358078,-1.5137557273121665e-05,-0.0006310129749064011,2.0783911324700934
2017-02-15,0.0012986110742364096,-0.001383313091416163,-0.0009306338088088568,-0.0011976676880862533,2.0556052075851294
2017-02-16,0.001300656566902717,-0.0005229386610735039,0.001246457562056039,2.9630452750718155e-05,2.04151507024824
2017-02-17,0.0013007869801875873,-0.00023603626682077304,-0.000619175573601487,-0.0003766752152541949,2.023096827631032
2017-02-21,0.001300719797700762,-0.00040757148103530655,-0.0002368399268227212,-0.00033829321214077417,2.007253640397115
2017-02-22,0.0013046972406055967,-0.00045521374970652667,0.00031882590549168495,-0.0002525229949786103,2.0193008267557895
2017-02-23,0.0013039508434676708,-0.0006584431928650294,-0.0006813181341816887,-0.0006580051867883964,2.004945436145521
2017-02-24,0.0013022137133318547,-0.00027949386007621,-6.33221413062394e-05,-0.0001746193727502122,1.9973766796392727
2017-02-27,0.0012991168052645739,-0.0003895968940030617,-0.00015431883663235128,-0.00025461736625961287,2.003112834879112
2017-02-28,0.0013000058041013052,0.0005287386595751835,0.0011000140313954145,0.0006791121045719143,1.9901708389972759
2017-03-01,0.0012981915447645726,-1.0143810704396953e-05,0.00034012473352185754,0.00011523569541739277,1.9847898027429554
2017-03-02,0.0013008754018973754,-0.0017018307322111278,0.00016736011446963426,-0.0010621711941057469,1.9848275186293247
2017-03-03,0.0012988508941808197,0.00034291337482239906,-0.00124063129606492,-0.00019063818394084555,1.9814309866360895
2017-03-06,0.0012987980365615488,7.232557345471703e-05,-0.0004092422508471361,-6.96636056487077e-05,1.9698899356455137
2017-03-07,0.0012971154257881432,0.00038513572414204195,5.9375436004327416e-05,0.0002798265313496899,1.9658583699445993
2017-03-08,0.0012964625704857085,0.0006811327835881058,0.0003381434299216449,0.0005534251182425437,1.9572479595682386
2017-03-09,0.0012977658618386519,0.0007077333417893547,0.0005227568184748041,0.000596605377215379,1.9510388353591648
2017-03-10,0.0012982996650883702,-0.00031437867227666075,0.0001344273356243031,-0.00017451300789499336,1.9432588499281764
2017-03-13,0.0012976679120880702,-0.0007525620986704827,-0.0007164128699379412,-0.0007117172206907731,1.9372035524499034
2017-03-14,0.0012980576799986774,0.00011381063863465488,-0.00013093568297770558,1.586585439259397e-05,1.9307774730004839
2017-03-15,0.0012968470454781977,0.0002879690408656662,0.0005740348830377363,0.00037691029136472737,1.9284007193760249
2017-03-16,0.001296590843568668,-0.0013223490392248137,-0.0004473953144631812,-0.0009799466539416302,1.9229192312520775
2017-03-17,0.0012963385746207476,0.000384466815349075,-0.00031211998849807644,0.00012788862914315047,1.9179778445016797
2017-03-20,0.0012954911157130851,3.0332924980830557e-05,-2.7268564090241962e-05,2.197944223663944e-05,1.9150357603217782
2017-03-21,0.0012968473481625952,0.0007007116819953659,0.00023454990344585504,0.0004974069712820858,1.9132823898566567
2017-03-22,0.0012911940135545486,0.001055888768024263,0.00025597601966686394,0.0008241339536943337,1.9732056502982978
2017-03-23,0.0012926471662146964,0.0008582457680263128,0.0013430207408575553,0.0009854013581122884,1.9628045831864234
2017-03-24,0.0012919642624340815,-5.9848663957440826e-05,-4.473600534112796e-05,-6.263247273507097e-05,1.9517074391641196
